Table 1,,,,,,,,
serialNo,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,standard_price,
LJ-0000023,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),หม้อน้ำ,-,"2,400.00",
Z-00300005,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ปะเก็นฝาวาล์ว,-,250.00,
Z-00300065,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ปะเก็นฝาวาล์ว,-,280.00,
EA-0200001,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),สายพานไทม์มิ่ง (ราวลิ้น),-,"1,200.00",
DA-0000013,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),โช้คอัพ,หน้า,"3,940.00",
DA-0000002,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),โช้คอัพ,หลัง,,
LK-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),มอเตอร์พัดลมแอร์,-,"4,100.00",
Z-00200004,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),กาวดำ,-,,
Z-00200041,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),กาวดำ,-,,
AE-0000024,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),กระบอกเบรค,-,450.00,
AB-0000005,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ก้ามเบรค,หลัง,700.00,
DF-0600116,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากปีกนก,ล่าง,500.00,
DF-0600008,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากปีกนก,ล่าง,500.00,
DF-0700300,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700159,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากกันโคลง,หลัง,350.00,
DF-0700212,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700198,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากกันโคลง,หลัง,400.00,
AA-0000024,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ผ้าดิสเบรค,หน้า,"1,300.00",
AA-0000151,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ผ้าดิสเบรค,หน้า,,
DG-0100011,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),คานปีกนก,ล่าง,"2,420.00",
EA-0300031,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),สายพานแอร์,-,,
EA-0100140,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
LM-0000003,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ปั๊มน้ำ,-,"1,060.00",
DJ-0200011,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นแร็ค,-,220.00,
DD-0000065,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DH-0500004,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันโคลง,หน้า,70.00,
DJ-0100080,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DJ-0100147,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นเพลาขับ,ในขวา,220.00,
DJ-0100145,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นเพลาขับ,ในซ้าย,220.00,
DJ-0100172,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100173,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นเพลาขับ,ใน,,
DH-0400060,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),บู๊ชปีกนก,ล่าง,280.00,
DJ-0300073,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันฝุ่นโช้คอัพ,หน้า,280.00,
DI-0000059,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันกระแทกโช้คอัพ,หน้า,250.00,
DI-0000028,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ยางกันกระแทกโช้คอัพ,หลัง,130.00,
DF-0500085,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากแร็ค,-,750.00,
DF-0200031,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกหมากคันชัก,นอก,400.00,
FE-0000018,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกรอกสายพานไดร์ชาร์จ,-,"1,450.00",
CA-0000061,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกปืนล้อ,หน้า,650.00,
CA-0000042,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกปืนล้อ,หลัง,"1,300.00",
CA-0000226,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ลูกปืนล้อ,หน้า,750.00,
KW-0000029,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),มอเตอร์พัดลม,-,"1,000.00",
BC-0000022,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),คอยล์หัวเทียน,-,"1,100.00",
AF-0000016,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ชุดซ่อมดิสเบรค,หน้า,280.00,
HC-0000009,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),เพลาขับ,หน้า,"2,950.00",
Z-00300008,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ปะเก็นฝาวาล์ว,-,180.00,
Z-00200008,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),กาวดำ,-,,
EA-0100071,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,250.00,
EA-0300011,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),สายพานแอร์,-,280.00,
EA-0400007,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),สายพานพาวเวอร์,-,,
DF-0700063,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากกันโคลง,หน้า,350.00,
DF-0700158,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากกันโคลง,หลัง,350.00,
DF-0700205,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากกันโคลง,หน้า,400.00,
DJ-0200010,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นแร็ค,-,,
DD-0000076,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,150.00,
DD-0000145,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หลัง,,
DH-0500060,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันโคลง,หน้า,60.00,
DJ-0100012,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100079,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นเพลาขับ,นอก,,
DJ-0100170,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100171,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100231,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400059,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),บู๊ชปีกนก,ล่าง,280.00,
DH-0400241,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),บู๊ชปีกนก,ล่าง,,
DH-0400242,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),บู๊ชปีกนก,ล่าง,,
DJ-0300075,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นโช้คอัพ,หน้า,,
DJ-0300031,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันฝุ่นโช้คอัพ,หลัง,280.00,
DI-0000025,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันกระแทกโช้คอัพ,หลัง,130.00,
DI-0000095,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางกันกระแทกโช้คอัพ,หลัง,,
BF-0000003,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ยางรองเบ้าหัวเทียน,-,75.00,
DF-0500084,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากแร็ค,-,500.00,
DF-0200030,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากคันชัก,นอก,450.00,
DF-0600027,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากปีกนก,ล่าง,500.00,
DF-0600028,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกหมากปีกนก,ล่าง,500.00,
AC-0000053,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),จานดิสเบรค,หน้า,700.00,
DA-0000054,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),โช้คอัพ,หน้า,"1,420.00",
DA-0000038,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),โช้คอัพ,หลัง,"1,450.00",
DA-0000110,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),โช้คอัพ,หลัง,,
AA-0000077,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ผ้าดิสเบรค,หลัง,800.00,
CA-0000224,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกปืนล้อ,หน้า,,
CA-0000225,HONDA,CIVIC,ซีวิค,โฉมปี 1996-2000 (EK),ลูกปืนล้อ,หน้า,,
DA-0000004,HONDA,CIVIC,ซีวิค,โฉมปี 2015-2019 (FC),โช้คอัพ,หลัง,,
AA-0000131,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ผ้าดิสเบรค,หน้า,"1,000.00",
DJ-0200009,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันฝุ่นแร็ค,-,,
DH-0500059,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันโคลง,หน้า,60.00,
DH-0500022,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันโคลง,หลัง,70.00,
DJ-0100011,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100078,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันฝุ่นเพลาขับ,นอก,,
DJ-0100169,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100230,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400057,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),บู๊ชปีกนก,ล่าง,200.00,
DH-0400058,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),บู๊ชปีกนก,ล่าง,200.00,
DH-0400206,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),บู๊ชปีกนก,บน,,
DH-0700004,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),หนวดกุ้ง (ชุด),-,220.00,
DF-0900004,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),สกรูกันโคลง,หน้า,150.00,
DI-0000024,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ยางกันกระแทกโช้คอัพ,หลัง,130.00,
DF-0500083,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ลูกหมากแร็ค,-,500.00,
DF-0200029,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ลูกหมากคันชัก,นอก,450.00,
DF-0600026,HONDA,CIVIC,ซีวิค,โฉมปี 1992-1995 (EG),ลูกหมากปีกนก,ล่าง,500.00,
EA-0100011,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,550.00,
Z-00300009,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ปะเก็นฝาวาล์ว,-,380.00,
Z-00300046,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ปะเก็นฝาวาล์ว,-,280.00,
Z-00300066,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ปะเก็นฝาวาล์ว,-,280.00,
Z-00100019,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางแท่นเครื่อง,ล่าง,750.00,
Z-00100021,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางแท่นเครื่อง,ซ้าย,"1,050.00",
Z-00100031,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางแท่นเครื่อง,ขวา,"1,400.00",
LH-0000001,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ใบพัดลม,-,"1,280.00",
LH-0000002,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ใบพัดลม,-,800.00,
IH-0000001,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ไส้กรองน้ำมันเบนซิน,-,900.00,
Z-00200009,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),กาวดำ,-,,
Z-00200039,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),กาวดำ,-,,
AE-0000010,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),กระบอกเบรค,หลัง,500.00,
DG-0100013,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),คานปีกนก,ล่าง,"1,650.00",
DG-0100049,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),คานปีกนก,ล่าง,900.00,
DF-0700113,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700210,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700319,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากกันโคลง,หน้า,,
DD-0000066,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,350.00,
DH-0400022,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),บู๊ชปีกนก,ล่างเล็ก,150.00,
DH-0400023,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),บู๊ชปีกนก,ล่างใหญ่,280.00,
DH-0400186,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),บู๊ชปีกนก,ล่าง,280.00,
DH-0200068,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),บู๊ชคาน,หลัง,300.00,
Z-10400003,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางกันฝุ่นเพลาขับ,ใน,220.00,
Z-09900002,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DF-0500090,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากแร็ค,-,500.00,
DF-0200034,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากคันชัก,นอก,450.00,
DF-0200168,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากคันชัก,นอก,,
DF-0600004,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกหมากปีกนก,ล่าง,500.00,
CA-0000144,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกปืนล้อ,หน้า,750.00,
CA-0000196,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกปืนล้อ,หลัง,,
FE-0000019,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ลูกรอกสายพานไดร์ชาร์จ,-,500.00,
DJ-0100181,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100184,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100238,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),ยางกันฝุ่นเพลาขับ,นอก,,
LF-0000017,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),วาล์วน้ำ,-,700.00,
AC-0000058,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),จานดิสเบรค,หน้า,650.00,
AC-0000083,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),จานดิสเบรค,หลัง,650.00,
KW-0000009,HONDA,JAZZ,แจ๊ส,โฉมปี 2003-2007 (GD1),มอเตอร์พัดลม,-,800.00,
